temperature,ph,turbidity,tds,rainfall,humidity,risk_level,is_synthetic,source
23.97,8.54,6.71,50.0,26.44,69.36,MEDIUM,True,synthetic:who_cdc_rules
32.93,8.87,2.18,124.83,45.77,51.02,MEDIUM,True,synthetic:who_cdc_rules
38.39,6.05,2.04,50.0,5.3,89.94,HIGH,True,synthetic:who_cdc_rules
30.06,8.38,3.01,577.67,0.0,75.06,LOW,True,synthetic:who_cdc_rules
21.43,8.27,11.32,488.12,16.26,42.91,MEDIUM,True,synthetic:who_cdc_rules
23.42,8.27,11.34,169.11,8.51,69.11,MEDIUM,True,synthetic:who_cdc_rules
19.92,8.09,0.1,396.19,26.03,62.78,LOW,True,synthetic:who_cdc_rules
24.42,7.07,9.37,220.08,10.55,39.81,LOW,True,synthetic:who_cdc_rules
27.19,8.93,8.54,94.8,27.99,35.3,MEDIUM,True,synthetic:who_cdc_rules
33.52,6.81,12.56,466.14,0.0,54.65,LOW,True,synthetic:who_cdc_rules
28.16,5.53,7.3,487.2,10.53,36.25,MEDIUM,True,synthetic:who_cdc_rules
32.5,7.95,10.55,342.71,50.9,50.28,MEDIUM,True,synthetic:who_cdc_rules
21.92,8.7,5.28,165.25,39.01,52.09,MEDIUM,True,synthetic:who_cdc_rules
27.68,6.44,4.78,602.63,45.33,84.33,HIGH,True,synthetic:who_cdc_rules
37.98,6.84,16.01,421.12,36.53,77.67,MEDIUM,True,synthetic:who_cdc_rules
22.77,7.76,3.75,337.62,16.04,43.52,LOW,True,synthetic:who_cdc_rules
39.14,5.91,1.22,69.48,22.3,44.63,MEDIUM,True,synthetic:who_cdc_rules
28.76,6.36,0.1,669.92,14.65,34.0,MEDIUM,True,synthetic:who_cdc_rules
26.74,8.04,1.44,366.27,64.8,91.8,MEDIUM,True,synthetic:who_cdc_rules
27.54,8.2,3.83,407.34,20.03,54.16,LOW,True,synthetic:who_cdc_rules
28.22,8.14,4.92,383.14,14.15,87.66,MEDIUM,True,synthetic:who_cdc_rules
33.87,6.41,0.1,476.0,13.12,34.85,MEDIUM,True,synthetic:who_cdc_rules
38.05,6.44,4.72,387.51,11.82,91.8,HIGH,True,synthetic:who_cdc_rules
35.65,7.05,6.29,675.23,40.31,80.23,HIGH,True,synthetic:who_cdc_rules
20.88,6.02,4.83,524.19,14.3,57.59,MEDIUM,True,synthetic:who_cdc_rules
34.33,8.85,0.37,50.0,29.21,44.41,MEDIUM,True,synthetic:who_cdc_rules
25.97,8.23,7.87,222.37,15.06,51.76,LOW,True,synthetic:who_cdc_rules
32.64,6.61,0.1,791.59,0.21,36.16,MEDIUM,True,synthetic:who_cdc_rules
35.82,5.89,5.15,171.14,42.23,76.3,HIGH,True,synthetic:who_cdc_rules
27.94,7.61,8.78,443.98,47.4,68.21,MEDIUM,True,synthetic:who_cdc_rules
19.94,7.1,7.76,401.16,30.39,58.45,LOW,True,synthetic:who_cdc_rules
32.48,8.18,10.46,161.0,18.09,72.26,MEDIUM,True,synthetic:who_cdc_rules
26.82,7.45,9.48,50.0,29.27,63.21,LOW,True,synthetic:who_cdc_rules
30.74,8.06,3.17,215.04,0.0,44.13,LOW,True,synthetic:who_cdc_rules
21.59,8.03,0.1,116.16,20.94,75.13,LOW,True,synthetic:who_cdc_rules
39.58,5.69,8.55,446.29,14.8,77.15,MEDIUM,True,synthetic:who_cdc_rules
31.75,8.12,0.1,455.26,22.9,78.16,LOW,True,synthetic:who_cdc_rules
21.97,7.91,12.17,107.09,10.63,92.05,HIGH,True,synthetic:who_cdc_rules
26.86,8.63,8.06,130.45,0.0,54.0,MEDIUM,True,synthetic:who_cdc_rules
36.11,6.61,0.1,50.0,7.83,40.93,MEDIUM,True,synthetic:who_cdc_rules
31.74,7.43,1.34,234.74,40.56,87.15,MEDIUM,True,synthetic:who_cdc_rules
28.78,8.02,12.89,144.81,45.69,90.24,HIGH,True,synthetic:who_cdc_rules
20.09,7.09,0.1,221.73,0.0,66.83,LOW,True,synthetic:who_cdc_rules
22.11,6.17,10.85,562.9,35.58,88.98,MEDIUM,True,synthetic:who_cdc_rules
39.66,7.14,0.1,591.43,15.1,54.32,MEDIUM,True,synthetic:who_cdc_rules
31.21,8.65,5.2,241.24,47.72,40.01,MEDIUM,True,synthetic:who_cdc_rules
20.79,8.27,15.75,123.32,20.18,45.31,MEDIUM,True,synthetic:who_cdc_rules
27.98,8.21,0.83,472.76,12.04,37.96,LOW,True,synthetic:who_cdc_rules
30.62,8.22,3.63,344.59,8.95,32.71,LOW,True,synthetic:who_cdc_rules
21.92,5.63,2.09,196.24,36.77,55.41,MEDIUM,True,synthetic:who_cdc_rules
33.85,7.84,9.11,468.49,13.69,41.65,LOW,True,synthetic:who_cdc_rules
27.06,7.46,3.4,126.7,9.69,47.77,LOW,True,synthetic:who_cdc_rules
37.67,7.48,1.34,576.8,0.0,76.83,MEDIUM,True,synthetic:who_cdc_rules
38.46,6.52,5.24,436.39,52.86,56.99,MEDIUM,True,synthetic:who_cdc_rules
34.06,7.34,3.86,231.92,0.0,75.57,LOW,True,synthetic:who_cdc_rules
24.4,5.67,9.91,356.49,0.0,68.96,MEDIUM,True,synthetic:who_cdc_rules
36.59,6.39,13.01,605.21,19.84,53.33,HIGH,True,synthetic:who_cdc_rules
39.45,7.25,1.98,373.16,0.0,80.03,MEDIUM,True,synthetic:who_cdc_rules
23.76,6.18,7.09,321.74,5.67,87.76,MEDIUM,True,synthetic:who_cdc_rules
27.21,8.03,3.69,374.35,39.02,32.77,LOW,True,synthetic:who_cdc_rules
27.51,6.0,5.01,595.01,38.04,47.65,MEDIUM,True,synthetic:who_cdc_rules
27.89,8.97,0.49,742.91,23.52,72.12,MEDIUM,True,synthetic:who_cdc_rules
20.54,8.63,5.99,741.93,2.24,39.7,MEDIUM,True,synthetic:who_cdc_rules
33.8,8.09,2.91,652.87,0.0,39.23,MEDIUM,True,synthetic:who_cdc_rules
28.05,7.23,11.49,570.64,4.44,38.19,HIGH,True,synthetic:who_cdc_rules
37.14,8.02,4.45,58.02,20.13,66.44,MEDIUM,True,synthetic:who_cdc_rules
21.56,6.93,2.82,327.59,27.95,59.06,LOW,True,synthetic:who_cdc_rules
32.2,7.29,6.04,382.5,42.27,84.89,MEDIUM,True,synthetic:who_cdc_rules
18.41,6.93,0.1,236.14,15.43,81.18,LOW,True,synthetic:who_cdc_rules
39.72,5.68,0.1,433.06,73.33,34.85,HIGH,True,synthetic:who_cdc_rules
37.27,5.94,9.85,521.53,0.0,89.17,HIGH,True,synthetic:who_cdc_rules
31.62,7.74,5.18,416.69,19.8,57.19,LOW,True,synthetic:who_cdc_rules
31.9,8.43,8.0,299.9,27.95,68.83,LOW,True,synthetic:who_cdc_rules
32.44,7.77,0.2,272.37,0.0,35.78,LOW,True,synthetic:who_cdc_rules
37.42,8.17,8.81,441.14,0.23,32.53,MEDIUM,True,synthetic:who_cdc_rules
36.19,6.54,0.1,573.36,34.13,83.5,MEDIUM,True,synthetic:who_cdc_rules
22.01,6.95,6.33,50.0,0.0,81.31,LOW,True,synthetic:who_cdc_rules
24.11,5.95,18.04,243.99,34.68,48.57,MEDIUM,True,synthetic:who_cdc_rules
23.65,7.46,4.94,714.2,0.0,60.49,MEDIUM,True,synthetic:who_cdc_rules
28.32,6.92,0.1,285.16,0.81,75.8,LOW,True,synthetic:who_cdc_rules
24.1,7.39,3.45,500.06,15.87,56.88,LOW,True,synthetic:who_cdc_rules
26.76,7.94,3.06,133.01,25.28,91.46,LOW,True,synthetic:who_cdc_rules
22.46,5.57,0.1,505.19,35.83,44.23,MEDIUM,True,synthetic:who_cdc_rules
25.78,7.56,4.03,550.87,22.35,73.39,LOW,True,synthetic:who_cdc_rules
38.89,8.61,13.81,438.05,36.93,56.15,HIGH,True,synthetic:who_cdc_rules
25.16,6.88,0.1,426.76,0.0,78.64,LOW,True,synthetic:who_cdc_rules
20.59,7.44,5.79,601.29,21.75,37.83,MEDIUM,True,synthetic:who_cdc_rules
34.19,8.66,6.68,50.0,9.77,93.44,MEDIUM,True,synthetic:who_cdc_rules
23.78,8.81,12.19,567.4,11.52,77.62,MEDIUM,True,synthetic:who_cdc_rules
38.62,8.12,5.46,428.14,41.28,40.08,MEDIUM,True,synthetic:who_cdc_rules
28.92,5.72,7.44,335.42,0.96,91.17,MEDIUM,True,synthetic:who_cdc_rules
24.43,6.87,3.34,401.54,36.25,81.93,LOW,True,synthetic:who_cdc_rules
29.23,6.03,4.37,426.49,27.65,91.27,MEDIUM,True,synthetic:who_cdc_rules
21.71,8.78,3.5,397.03,0.0,34.81,MEDIUM,True,synthetic:who_cdc_rules
19.56,6.63,0.1,50.0,0.0,49.77,LOW,True,synthetic:who_cdc_rules
31.72,7.08,6.46,294.43,17.25,31.2,LOW,True,synthetic:who_cdc_rules
34.07,5.71,12.99,625.29,9.86,65.79,HIGH,True,synthetic:who_cdc_rules
31.78,5.62,4.43,444.76,38.86,71.03,MEDIUM,True,synthetic:who_cdc_rules
22.76,5.54,0.1,654.61,26.88,55.38,MEDIUM,True,synthetic:who_cdc_rules
27.28,6.6,5.5,306.32,21.07,40.81,LOW,True,synthetic:who_cdc_rules
36.93,7.7,10.03,478.36,25.35,90.45,HIGH,True,synthetic:who_cdc_rules
22.86,6.53,6.11,431.96,2.9,50.59,LOW,True,synthetic:who_cdc_rules
28.22,6.32,19.28,380.48,1.04,80.49,HIGH,True,synthetic:who_cdc_rules
20.32,7.1,5.47,661.49,29.98,30.64,MEDIUM,True,synthetic:who_cdc_rules
35.41,6.63,3.97,431.03,29.9,52.97,MEDIUM,True,synthetic:who_cdc_rules
24.59,6.24,8.58,400.25,38.5,71.36,MEDIUM,True,synthetic:who_cdc_rules
33.11,7.64,7.4,449.85,5.73,31.79,MEDIUM,True,synthetic:who_cdc_rules
38.97,7.26,13.33,152.88,0.0,41.88,MEDIUM,True,synthetic:who_cdc_rules
18.57,8.97,10.74,381.88,22.55,91.37,MEDIUM,True,synthetic:who_cdc_rules
31.87,7.21,4.89,331.42,9.63,77.64,LOW,True,synthetic:who_cdc_rules
28.59,7.03,0.1,283.28,75.94,82.43,MEDIUM,True,synthetic:who_cdc_rules
20.62,6.05,0.1,461.98,26.96,71.58,MEDIUM,True,synthetic:who_cdc_rules
27.68,6.3,17.95,598.87,0.0,55.93,MEDIUM,True,synthetic:who_cdc_rules
21.8,5.78,2.42,251.23,72.27,34.21,MEDIUM,True,synthetic:who_cdc_rules
27.05,8.68,15.37,606.67,12.9,60.98,HIGH,True,synthetic:who_cdc_rules
25.11,5.95,7.03,410.96,3.4,36.85,MEDIUM,True,synthetic:who_cdc_rules
36.53,7.56,0.1,474.02,0.0,82.2,MEDIUM,True,synthetic:who_cdc_rules
22.02,5.86,7.64,303.17,31.39,76.02,MEDIUM,True,synthetic:who_cdc_rules
31.37,5.53,6.27,595.63,23.55,36.02,MEDIUM,True,synthetic:who_cdc_rules
23.79,5.96,2.81,497.76,0.0,35.95,MEDIUM,True,synthetic:who_cdc_rules
20.22,7.0,13.85,425.1,53.79,61.92,MEDIUM,True,synthetic:who_cdc_rules
23.15,5.71,2.78,102.82,0.0,56.08,MEDIUM,True,synthetic:who_cdc_rules
32.67,8.3,10.07,551.79,0.0,87.06,MEDIUM,True,synthetic:who_cdc_rules
29.7,7.18,11.71,50.0,23.42,69.63,MEDIUM,True,synthetic:who_cdc_rules
25.19,8.92,3.85,380.93,33.11,44.77,MEDIUM,True,synthetic:who_cdc_rules
36.81,8.55,20.87,497.14,22.95,33.42,HIGH,True,synthetic:who_cdc_rules
27.65,6.69,8.08,441.49,0.0,71.98,LOW,True,synthetic:who_cdc_rules
20.97,5.86,14.31,51.0,0.0,83.32,LOW,True,synthetic:who_cdc_rules
39.05,7.04,5.0,738.86,12.77,44.94,MEDIUM,True,synthetic:who_cdc_rules
33.1,6.69,4.32,462.48,7.43,63.26,LOW,True,synthetic:who_cdc_rules
35.3,6.34,2.25,132.4,0.0,60.07,MEDIUM,True,synthetic:who_cdc_rules
29.43,7.05,6.25,127.95,41.21,57.65,MEDIUM,True,synthetic:who_cdc_rules
21.91,6.43,2.59,134.7,36.03,94.66,MEDIUM,True,synthetic:who_cdc_rules
25.08,8.07,4.6,803.98,19.63,42.08,MEDIUM,True,synthetic:who_cdc_rules
32.29,7.66,0.1,50.0,16.23,78.59,LOW,True,synthetic:who_cdc_rules
36.82,6.24,0.82,362.96,0.0,89.04,HIGH,True,synthetic:who_cdc_rules
33.88,6.64,7.51,394.8,38.74,68.77,LOW,True,synthetic:who_cdc_rules
35.65,8.37,2.05,481.08,24.89,69.7,MEDIUM,True,synthetic:who_cdc_rules
23.61,8.01,8.34,104.91,0.0,46.02,LOW,True,synthetic:who_cdc_rules
27.23,8.08,0.1,209.84,32.8,69.32,LOW,True,synthetic:who_cdc_rules
39.76,8.87,3.64,71.44,27.4,70.34,MEDIUM,True,synthetic:who_cdc_rules
39.78,8.26,13.24,312.07,47.93,84.95,HIGH,True,synthetic:who_cdc_rules
38.6,5.96,8.97,245.92,0.0,32.09,MEDIUM,True,synthetic:who_cdc_rules
29.13,6.34,7.13,703.41,35.59,50.76,MEDIUM,True,synthetic:who_cdc_rules
37.24,7.31,9.55,164.53,15.02,52.1,MEDIUM,True,synthetic:who_cdc_rules
27.25,5.81,13.45,679.27,32.97,79.51,HIGH,True,synthetic:who_cdc_rules
35.53,7.68,12.24,512.6,0.0,58.27,MEDIUM,True,synthetic:who_cdc_rules
27.39,8.01,0.1,494.78,1.29,43.55,LOW,True,synthetic:who_cdc_rules
28.72,8.22,7.54,289.95,35.2,92.37,HIGH,True,synthetic:who_cdc_rules
36.07,5.83,0.28,503.88,20.63,90.59,HIGH,True,synthetic:who_cdc_rules
18.74,5.84,0.1,197.05,1.43,36.03,MEDIUM,True,synthetic:who_cdc_rules
19.87,8.46,10.03,167.93,0.0,43.65,MEDIUM,True,synthetic:who_cdc_rules
32.03,6.87,7.13,404.93,25.09,62.78,LOW,True,synthetic:who_cdc_rules
37.41,8.51,0.1,513.13,42.93,35.12,HIGH,True,synthetic:who_cdc_rules
25.39,5.77,10.94,294.17,15.1,69.6,MEDIUM,True,synthetic:who_cdc_rules
28.83,7.29,6.99,439.32,0.0,67.06,LOW,True,synthetic:who_cdc_rules
37.19,7.5,7.58,631.84,0.0,43.32,MEDIUM,True,synthetic:who_cdc_rules
23.35,8.93,2.63,544.81,12.15,59.01,MEDIUM,True,synthetic:who_cdc_rules
33.22,7.67,2.6,291.66,1.49,32.45,LOW,True,synthetic:who_cdc_rules
26.56,6.8,8.76,162.38,16.34,91.5,LOW,True,synthetic:who_cdc_rules
28.19,7.91,6.06,376.84,0.0,51.93,LOW,True,synthetic:who_cdc_rules
38.49,6.47,7.01,663.52,26.71,84.32,MEDIUM,True,synthetic:who_cdc_rules
38.6,6.13,8.47,125.41,0.0,94.22,HIGH,True,synthetic:who_cdc_rules
35.81,8.28,4.67,58.92,39.41,73.9,MEDIUM,True,synthetic:who_cdc_rules
23.77,8.21,6.41,502.49,42.77,56.57,MEDIUM,True,synthetic:who_cdc_rules
36.45,6.88,11.23,584.81,0.63,42.3,MEDIUM,True,synthetic:who_cdc_rules
34.28,6.74,5.57,316.46,17.54,78.3,LOW,True,synthetic:who_cdc_rules
35.16,6.9,4.06,321.04,0.0,77.81,MEDIUM,True,synthetic:who_cdc_rules
28.49,7.6,0.1,545.57,0.0,36.43,HIGH,True,synthetic:who_cdc_rules
31.75,8.36,13.23,278.31,32.21,78.28,LOW,True,synthetic:who_cdc_rules
18.39,6.2,3.26,64.47,25.44,32.19,MEDIUM,True,synthetic:who_cdc_rules
29.46,7.88,13.33,589.67,23.45,55.9,MEDIUM,True,synthetic:who_cdc_rules
22.38,7.37,11.1,428.25,29.27,94.24,MEDIUM,True,synthetic:who_cdc_rules
18.15,7.65,6.26,530.65,0.0,84.43,LOW,True,synthetic:who_cdc_rules
22.1,8.62,12.33,368.07,9.59,68.97,MEDIUM,True,synthetic:who_cdc_rules
21.09,7.9,3.26,427.74,11.57,65.76,LOW,True,synthetic:who_cdc_rules
25.88,5.83,2.9,586.38,0.0,41.53,MEDIUM,True,synthetic:who_cdc_rules
23.77,6.21,0.1,282.43,44.41,49.72,MEDIUM,True,synthetic:who_cdc_rules
24.15,8.01,5.03,289.97,0.0,33.4,LOW,True,synthetic:who_cdc_rules
39.32,7.82,0.1,482.76,0.0,43.41,MEDIUM,True,synthetic:who_cdc_rules
35.66,6.56,5.7,195.42,18.51,81.04,MEDIUM,True,synthetic:who_cdc_rules
33.52,8.58,2.14,602.09,3.87,61.03,MEDIUM,True,synthetic:who_cdc_rules
19.15,5.71,12.97,593.72,19.98,45.4,MEDIUM,True,synthetic:who_cdc_rules
19.02,6.69,5.41,479.7,16.44,65.6,LOW,True,synthetic:who_cdc_rules
39.68,6.58,4.41,210.98,52.98,70.29,MEDIUM,True,synthetic:who_cdc_rules
18.23,6.51,1.75,81.53,5.53,57.8,LOW,True,synthetic:who_cdc_rules
22.68,8.07,2.69,260.82,18.43,61.17,LOW,True,synthetic:who_cdc_rules
25.69,6.02,2.23,339.96,24.73,94.4,MEDIUM,True,synthetic:who_cdc_rules
26.75,7.4,5.27,543.04,8.71,80.42,LOW,True,synthetic:who_cdc_rules
18.4,8.67,15.37,284.81,36.69,79.74,MEDIUM,True,synthetic:who_cdc_rules
32.57,7.84,3.54,512.79,26.87,52.08,LOW,True,synthetic:who_cdc_rules
31.77,8.26,10.85,489.81,23.66,64.07,MEDIUM,True,synthetic:who_cdc_rules
36.15,5.79,0.1,305.58,0.18,38.12,MEDIUM,True,synthetic:who_cdc_rules
31.39,8.65,6.93,261.81,57.1,82.66,HIGH,True,synthetic:who_cdc_rules
19.0,8.76,9.29,305.22,9.63,35.31,MEDIUM,True,synthetic:who_cdc_rules
25.86,7.11,0.74,192.21,23.86,46.64,LOW,True,synthetic:who_cdc_rules
18.7,8.43,10.65,398.64,8.1,64.98,MEDIUM,True,synthetic:who_cdc_rules
28.97,6.27,3.12,230.63,0.0,70.73,MEDIUM,True,synthetic:who_cdc_rules
32.24,8.14,7.2,177.84,36.68,68.48,LOW,True,synthetic:who_cdc_rules
39.93,8.8,10.25,577.06,0.0,49.42,HIGH,True,synthetic:who_cdc_rules
24.94,8.35,1.7,662.58,11.49,59.41,MEDIUM,True,synthetic:who_cdc_rules
39.47,8.81,10.25,471.42,33.66,66.68,MEDIUM,True,synthetic:who_cdc_rules
18.8,7.2,6.08,463.42,0.0,60.69,LOW,True,synthetic:who_cdc_rules
20.73,6.51,0.48,601.06,26.12,35.61,MEDIUM,True,synthetic:who_cdc_rules
18.1,7.0,3.07,50.0,6.25,32.63,LOW,True,synthetic:who_cdc_rules
37.39,8.23,1.01,496.56,0.0,31.93,MEDIUM,True,synthetic:who_cdc_rules
36.79,5.95,9.69,334.37,0.0,61.86,MEDIUM,True,synthetic:who_cdc_rules
20.01,5.87,2.36,50.0,1.25,90.42,MEDIUM,True,synthetic:who_cdc_rules
26.59,7.31,9.03,369.28,24.02,44.33,LOW,True,synthetic:who_cdc_rules
20.72,8.39,13.07,368.83,0.0,80.42,MEDIUM,True,synthetic:who_cdc_rules
33.11,8.51,3.99,445.24,0.0,58.19,MEDIUM,True,synthetic:who_cdc_rules
18.1,7.05,2.38,416.04,15.18,88.79,LOW,True,synthetic:who_cdc_rules
23.24,8.99,1.29,265.52,10.51,92.45,MEDIUM,True,synthetic:who_cdc_rules
34.07,7.25,7.48,432.82,0.0,45.82,LOW,True,synthetic:who_cdc_rules
26.68,8.92,4.31,380.27,1.28,86.72,MEDIUM,True,synthetic:who_cdc_rules
30.01,8.94,9.6,50.0,60.38,91.53,HIGH,True,synthetic:who_cdc_rules
29.45,7.44,5.36,646.47,41.02,93.36,HIGH,True,synthetic:who_cdc_rules
32.42,6.6,17.06,545.53,20.3,36.51,MEDIUM,True,synthetic:who_cdc_rules
39.95,8.87,3.14,645.96,31.83,45.75,HIGH,True,synthetic:who_cdc_rules
31.92,8.41,0.1,285.54,36.2,76.87,LOW,True,synthetic:who_cdc_rules
19.7,6.94,12.87,500.95,35.05,31.0,MEDIUM,True,synthetic:who_cdc_rules
39.06,8.65,14.09,106.79,2.27,60.81,HIGH,True,synthetic:who_cdc_rules
35.92,7.52,4.32,695.06,28.85,79.2,MEDIUM,True,synthetic:who_cdc_rules
32.13,6.29,1.84,483.72,44.37,36.87,MEDIUM,True,synthetic:who_cdc_rules
35.36,7.9,3.78,483.7,14.69,55.42,MEDIUM,True,synthetic:who_cdc_rules
30.12,8.28,8.1,127.94,45.97,70.73,MEDIUM,True,synthetic:who_cdc_rules
36.67,7.01,3.73,54.61,0.0,91.76,MEDIUM,True,synthetic:who_cdc_rules
28.11,8.71,11.99,345.22,0.0,49.46,MEDIUM,True,synthetic:who_cdc_rules
34.87,7.48,10.18,492.15,25.48,36.37,MEDIUM,True,synthetic:who_cdc_rules
27.64,8.31,2.04,468.47,0.0,90.44,LOW,True,synthetic:who_cdc_rules
24.39,7.23,1.38,633.21,0.0,91.28,MEDIUM,True,synthetic:who_cdc_rules
27.44,6.37,0.1,91.16,5.97,89.04,HIGH,True,synthetic:who_cdc_rules
37.38,6.69,11.64,535.28,0.0,35.77,HIGH,True,synthetic:who_cdc_rules
25.31,8.08,10.06,50.0,9.92,61.12,MEDIUM,True,synthetic:who_cdc_rules
20.51,6.77,4.67,167.2,0.0,54.86,LOW,True,synthetic:who_cdc_rules
25.01,7.82,10.59,754.93,11.55,84.87,MEDIUM,True,synthetic:who_cdc_rules
36.66,6.09,0.1,646.58,1.06,54.24,HIGH,True,synthetic:who_cdc_rules
20.32,8.89,0.1,318.08,16.65,94.86,MEDIUM,True,synthetic:who_cdc_rules
29.82,8.29,0.1,390.73,3.82,78.78,LOW,True,synthetic:who_cdc_rules
24.81,7.9,12.94,50.0,25.38,70.54,MEDIUM,True,synthetic:who_cdc_rules
31.18,7.87,7.85,454.23,4.17,76.39,LOW,True,synthetic:who_cdc_rules
28.33,6.84,9.38,162.18,43.21,60.45,MEDIUM,True,synthetic:who_cdc_rules
35.18,7.71,0.56,327.88,7.41,35.73,MEDIUM,True,synthetic:who_cdc_rules
22.62,7.07,0.26,50.0,38.28,33.1,LOW,True,synthetic:who_cdc_rules
39.86,6.12,20.94,254.27,26.76,45.28,HIGH,True,synthetic:who_cdc_rules
24.19,8.81,13.69,224.58,2.35,92.63,MEDIUM,True,synthetic:who_cdc_rules
30.47,5.9,1.33,499.96,2.1,69.99,MEDIUM,True,synthetic:who_cdc_rules
36.16,6.83,9.85,564.82,31.65,50.9,MEDIUM,True,synthetic:who_cdc_rules
25.93,6.92,8.31,513.93,24.44,56.09,LOW,True,synthetic:who_cdc_rules
38.96,8.64,4.68,265.17,10.62,87.13,HIGH,True,synthetic:who_cdc_rules
19.9,7.04,8.25,461.08,34.09,31.15,LOW,True,synthetic:who_cdc_rules
21.96,8.82,2.59,303.59,15.77,87.81,MEDIUM,True,synthetic:who_cdc_rules
30.78,8.17,11.53,351.01,0.0,89.29,MEDIUM,True,synthetic:who_cdc_rules
29.58,8.98,9.76,192.92,54.34,42.22,MEDIUM,True,synthetic:who_cdc_rules
19.53,5.9,6.03,147.88,15.44,91.04,MEDIUM,True,synthetic:who_cdc_rules
39.13,6.61,10.86,241.35,32.47,44.04,MEDIUM,True,synthetic:who_cdc_rules
26.23,5.75,0.37,131.97,19.81,89.64,MEDIUM,True,synthetic:who_cdc_rules
28.89,8.43,4.43,283.11,9.85,93.32,MEDIUM,True,synthetic:who_cdc_rules
37.37,8.61,4.32,350.07,37.39,75.49,MEDIUM,True,synthetic:who_cdc_rules
19.6,5.63,10.6,461.38,14.1,88.83,MEDIUM,True,synthetic:who_cdc_rules
34.62,8.68,2.35,650.44,55.87,46.61,HIGH,True,synthetic:who_cdc_rules
20.44,6.96,6.98,719.84,20.82,41.76,MEDIUM,True,synthetic:who_cdc_rules
26.92,7.88,4.33,50.0,30.47,67.35,LOW,True,synthetic:who_cdc_rules
30.38,8.59,14.03,268.07,51.66,94.19,HIGH,True,synthetic:who_cdc_rules
22.01,7.54,0.1,421.47,34.59,68.23,LOW,True,synthetic:who_cdc_rules
23.06,7.99,7.68,483.69,10.54,71.11,LOW,True,synthetic:who_cdc_rules
29.27,5.57,4.73,383.16,9.29,71.93,MEDIUM,True,synthetic:who_cdc_rules
20.16,8.6,9.87,246.98,11.15,33.15,MEDIUM,True,synthetic:who_cdc_rules
20.11,7.32,6.23,527.6,28.82,71.38,LOW,True,synthetic:who_cdc_rules
31.18,6.27,0.1,330.85,23.68,63.85,MEDIUM,True,synthetic:who_cdc_rules
35.17,8.71,6.75,622.0,0.0,55.89,LOW,True,synthetic:who_cdc_rules
39.28,6.53,8.21,533.94,3.24,80.53,MEDIUM,True,synthetic:who_cdc_rules
27.98,6.01,0.1,454.65,0.0,92.17,MEDIUM,True,synthetic:who_cdc_rules
19.92,6.39,2.55,348.95,43.45,88.84,MEDIUM,True,synthetic:who_cdc_rules
39.87,6.78,4.37,616.16,19.39,63.8,MEDIUM,True,synthetic:who_cdc_rules
34.09,8.18,10.36,236.23,13.82,65.63,MEDIUM,True,synthetic:who_cdc_rules
29.41,8.86,6.91,398.0,12.09,74.65,MEDIUM,True,synthetic:who_cdc_rules
36.35,8.95,0.51,764.08,4.2,52.59,HIGH,True,synthetic:who_cdc_rules
28.6,5.52,9.96,245.71,0.0,46.73,MEDIUM,True,synthetic:who_cdc_rules
18.91,5.99,12.96,201.13,20.77,33.43,MEDIUM,True,synthetic:who_cdc_rules
25.64,7.12,4.09,640.38,0.0,65.56,MEDIUM,True,synthetic:who_cdc_rules
38.08,6.83,4.61,435.69,20.58,94.14,MEDIUM,True,synthetic:who_cdc_rules
36.06,6.95,9.89,672.24,19.7,49.88,MEDIUM,True,synthetic:who_cdc_rules
32.14,8.37,4.36,382.58,7.8,32.96,LOW,True,synthetic:who_cdc_rules
26.59,7.79,12.31,503.92,29.93,39.33,MEDIUM,True,synthetic:who_cdc_rules
36.29,6.39,10.96,678.05,0.0,36.89,HIGH,True,synthetic:who_cdc_rules
28.26,6.68,4.26,457.35,0.0,49.52,LOW,True,synthetic:who_cdc_rules
37.61,7.52,8.58,208.21,0.0,93.12,MEDIUM,True,synthetic:who_cdc_rules
33.47,6.49,8.1,546.3,39.64,41.65,MEDIUM,True,synthetic:who_cdc_rules
30.35,6.64,0.1,325.19,15.73,50.27,LOW,True,synthetic:who_cdc_rules
36.18,6.22,8.21,309.98,31.89,43.1,MEDIUM,True,synthetic:who_cdc_rules
32.02,8.48,0.1,990.0,25.36,77.1,HIGH,True,synthetic:who_cdc_rules
37.24,8.74,3.53,307.61,21.22,58.07,MEDIUM,True,synthetic:who_cdc_rules
19.11,6.04,6.73,247.62,23.38,62.93,MEDIUM,True,synthetic:who_cdc_rules
26.69,6.75,4.68,783.82,43.15,83.67,MEDIUM,True,synthetic:who_cdc_rules
30.44,7.22,12.9,279.89,10.75,55.13,HIGH,True,synthetic:who_cdc_rules
29.35,5.55,12.97,529.56,11.14,33.63,MEDIUM,True,synthetic:who_cdc_rules
39.13,5.93,10.31,211.32,2.34,41.61,HIGH,True,synthetic:who_cdc_rules
22.34,6.87,1.28,131.24,38.65,43.79,LOW,True,synthetic:who_cdc_rules
19.7,7.45,4.64,749.1,0.7,83.66,MEDIUM,True,synthetic:who_cdc_rules
32.76,7.11,1.78,390.66,5.55,91.85,MEDIUM,True,synthetic:who_cdc_rules
29.26,6.06,12.65,147.45,24.09,81.82,HIGH,True,synthetic:who_cdc_rules
29.96,8.31,8.0,221.19,19.32,57.67,MEDIUM,True,synthetic:who_cdc_rules
34.93,6.49,7.23,530.72,29.04,48.65,MEDIUM,True,synthetic:who_cdc_rules
